customer_id,customer_payment,customer_balance
2c6e7b33-7815-4a8e-a6bd-5e8608eef1ff,,50000
f21dd1e3-e018-4cde-b3a7-3d58ba27772a,,50000
d55b433b-79f0-4a9d-84de-66e8381e2502,,50000
fdd1b77e-8de1-4210-9116-bcabc5797b1d,,50000
832cb42a-3c37-4b07-8977-82408ed7d70c,,50000
66535083-50ca-46b0-91c5-0263adcb6570,,50000
b921acb5-4fb3-4029-b433-779922dee50f,,50000
b81582d0-e069-446e-9ac1-e01d8c925128,,50000
f39d103a-75db-4f0c-aeda-3794edbc6768,,50000
57a608a8-2e94-43b1-9006-e51dd86fb38d,,50000
ed585b0c-aa75-4a4f-afc3-b625db7dc99e,,50000
d1142c25-6eed-4bfd-a9fe-f71134c91652,,50000
fc0f0ccf-cd47-4ff7-8374-0be07bc57c65,,50000
4dff0ae8-b012-486a-8386-cb1179245490,,50000
8cbd73bb-284f-48a5-80cc-abd87d259367,,50000
aa92692d-ced1-4905-9a2b-adc22f0a356c,,50000
c52f8707-fba9-4da7-9ed2-9b1067a5619a,,50000
9e594828-4a80-4504-8236-636862ae2e47,,50000
a0f39386-9a8a-4aeb-9301-7edbf3de47a6,,50000
da77c74f-28d1-4e22-b5a5-3f40e3e5f6b4,,50000
7fb911f2-41d1-43e4-8834-e66ec989a9d4,,50000
447bade2-e78d-47ec-b34c-3be139185dc3,,50000
1659f5ef-d0a2-4316-afa2-d76fa60a91d5,,50000
200488ae-e44c-4ebe-9280-ea3a40652fc8,,50000
1f137f91-fa50-4fe2-856e-fee19e0eea7d,,50000
4c9b3789-c819-4215-8914-b1f64e75814b,,50000
576afa35-40f3-47e7-b9e3-d505deea79aa,,50000
039820e1-bd1c-44d1-b962-cb0e7df24c20,,50000
0443c298-a07d-4073-8dc1-bd09f7010334,,50000
d2c12209-2c7e-4d69-af96-ae6a041e05fa,,50000
test,,50000
admin,,50000
tadmin,,50000
a0fdd820-67a7-4868-823a-9f7bcdca1dbd,,50000
c5f5988f-99f2-481e-afa3-03931a9ea02d,,50000
5d2ff422-c5fc-4a2f-bb6e-f3e4476f6f49,,50000
33ef8948-82b4-42a1-a221-04c42daf4764,,50000
544319c5-8f03-44cf-9b00-991d0d9f9b0c,,50000
14d4066c-20a3-4878-be35-3d9b5b8480aa,,50000
fcada7d7-80c2-47a2-a55a-8701b73ea7f7,,50000
05b58769-3172-4d87-87d1-917f2fa795ca,,50000
9d4877db-19a4-44d2-b056-8f136d5e9840,,50000
172b00fd-ebfe-4410-9335-e949dab590b8,,50000
b65a39bd-2d4e-46f9-b6ed-82a31d3dd136,,50000
2fedf92e-144b-484e-a534-b59e13749161,,50000
20570a0b-3e76-4efd-b499-6b12fa3c3bb3,,50000
a84cd97b-7b01-4e4a-abab-6ea711e92492,,50000
4f734b97-c4ad-44cf-aa6a-259441be3fba,,50000
769bbe64-ba15-4fce-bb41-592256f02848,,50000
2242e934-da16-463f-87e7-1096f210e53f,,50000
4bbbc74d-0f58-436a-9e91-fe200cff9f99,,50000
15fce0d6-f32d-4da0-80ac-4bd772166cb3,,50000
37700a4d-deda-41ef-a256-429f4b0b573b,,50000
95059792-93ab-4854-ab9a-38a900f6d794,,50000
d7614827-f02f-45c9-8f60-171ffcf06a00,,50000
7bfe9f3e-5e72-43cf-ab81-3d40e4b4612c,,50000
46625191-f9e6-457d-8b1b-af92300e141f,,50000
d8a8a28e-134d-4e3f-a01b-d9523d61fe79,,50000
e40af157-3c90-4034-8c5d-3442e07e4327,,50000
c1ab6ad1-bcae-498a-9bb4-82f80d5894a4,,50000
1bc881f5-f021-40f9-9f7c-ad35ce9ed04a,,50000
02fc7ad7-4bc2-4774-831c-07df1f6f078b,,50000
1cc66ae1-5128-4194-8dc3-a8ffe815713e,,50000
0be66765-e646-49bd-b838-fec9728d6658,,50000
41e3c8b9-0e60-465a-99d0-cbeb17bf750b,,50000
f79e3787-c920-4b06-bbdc-e03e19e1f5cd,,50000
d276830a-ddea-49d1-8275-a893fdfd927b,,50000
cdf0509e-b2dc-47a3-a977-0fd9eaf0aace,,50000
8f7231bf-44fd-4e52-be82-a9f46fbe119b,,50000
8c568bfc-52b0-4388-b1fa-78bb5cf88e1a,,50000
626769db-1e39-4600-b1b5-a969682c9a3b,,50000
81a2ea55-c273-4eef-bf91-fdbc0fe2f49c,,50000
e9391788-d6ea-4386-b7ec-f1e7c0d93f2e,,50000
0c26267e-a0f1-4812-af86-6da291c7688e,,50000
22715c4c-2f7e-4e12-845b-40cf2441716f,,50000
172ac0cf-4cad-40ae-8b6b-b072208667af,,50000
a3aaf130-69c8-4130-ae9d-a2adbae34c1a,,50000
c5bd14f8-174d-4c04-bc79-3a82345911cc,,50000
9ee250b8-121e-4c1a-9ed8-abb1356d11f2,,50000
34c83024-be1a-4ba6-b9c9-d555ea737f1d,,50000
939763ad-b924-411c-993b-c9b7cff27070,,50000
c639d238-03f4-46eb-bb60-4d93367c1aa3,,50000
c4f63d69-456c-487d-8091-d11063b281e7,,50000
6586fe9d-63fd-462c-a475-779738488249,,50000
a8c22f40-87e5-450b-a65b-b416bb2398c7,,50000
15cc6c47-880d-46f2-aa8e-3dac4b1c3b0e,,50000
90f0efac-2989-41d4-b8e9-2480fb61ab07,,50000
2255cfc6-575c-43fe-b57d-c8a0b55749ca,,50000
b5c6cc4d-8a80-4017-be0b-7d60e4b92e57,,50000
81fe3403-2a8f-4595-b416-a17d863f5cd6,,50000
d5dc2e35-c118-47af-8480-fdc9582fed5d,,50000
264b6af2-6749-49fc-b7f9-35ea42c044a1,,50000
725b3002-2b91-4a9f-a8fe-1dbde9dc9166,,50000
12457918-9e10-4b4f-bf65-7cc2a9677fde,,50000
fed8a9e8-228e-4bc8-82ad-ebfad0880b42,,50000
2b862927-0aff-4633-9099-89b21e2ba25d,,50000
d17ac14b-5cd3-478d-967a-66c9a62e1e40,,50000
d86aa2b5-c9d1-4bb9-8172-50caddb5a8e8,,50000
11d68c78-2553-4e0c-ada0-0471b72a7dc3,,50000
c591c3f7-44bd-4a68-9c5d-729c2837b2e3,,50000
7ec19753-e5cb-44a5-8acd-76acdafae149,,50000
671091ca-413d-4392-9ef9-057a88fca26b,,50000
33bc7646-2ac5-4f86-990f-389d53521531,,50000
ec07cd65-12e4-426a-a369-86cf1c7c8bc1,,50000
bd499f41-7559-40b8-b175-897c06859a3d,,50000
6b2f18fc-b309-4809-bbee-3f8197868bfe,,50000
212d929f-244e-4a33-8978-64bea0ce56c9,,50000
dbdb9875-9256-442a-b6cc-b3461aab06ca,,50000
bbcbf823-f7c2-4204-88ee-559ce1a6fc0b,,50000
9c7bd2c6-1c78-43a0-bd38-adec66f4035f,,50000
349b0f58-d809-4d8b-bc0d-0094f645f1af,,50000
29be00c4-6ad7-4b63-9b4e-a1690fc41879,,50000
00ce7dbf-2459-40a7-9393-aab069739e78,,50000
d79ab36e-64c5-474a-8c6e-b4c2f8604ef4,,50000
11a17c97-05ab-40c8-a3e0-96dafbae3563,,50000
8924180a-0ef5-4cc8-b8bc-6f7930f90299,,50000
1ddbcece-dfbe-4e98-95b5-638e7cd92130,,50000
fe5caeda-e850-4234-8582-fffafe12b246,,50000
f818228c-6e3d-4409-b5f4-8fa01bc009c3,,50000
83b51981-f43a-4e30-8bfc-58c8541230d8,,50000
fa9b433e-3ddb-4977-8a76-b4719381441a,,50000
c84b7711-ddbc-4691-a478-8cce31384693,,50000
b8a4743a-e62b-49cc-8366-19f89f246ad7,,50000
56d0e28d-f4bf-43cb-9a96-22ea0c1f13df,,50000
b9d844da-d0de-4d5a-8db0-d4e0f8a9c3dc,,50000
b172fd98-330d-45ac-87e6-b0a67024f8fb,,50000
483b5ba6-106c-4feb-bccb-6eaa5b2baf2b,,50000
ba11c140-e0ca-4c5c-8fd2-ec68c7eb9223,,50000
f8d0046b-5405-41a3-bf76-10824771f133,,50000
5719e43b-8e42-4cdb-90e3-d5e9c62a61c7,,50000
5a083c15-1b5e-4024-84ae-64fbad3de44c,,50000
1c70029f-d73e-4c0f-8a77-23a0544c1801,,50000
18109683-a2cd-4d56-95c0-53e18063729e,,50000
472ace4e-40f4-4774-afec-061df7fdc12f,,50000
af658110-e240-41e0-a04e-9c6b0eda4ee1,,50000
026187fb-a38a-454e-9be4-7aff8745ee17,,50000
dbf67434-73de-4445-8858-08568689902f,,50000
2a444455-4743-4028-a685-b3bd205402a0,,50000
0623852b-a070-42e8-9a23-5ff35b782177,,50000
c26af02b-bc94-456c-9c41-d934d6ad76bb,,50000
49133a9d-cb02-40f0-a32f-36ec3ad3ae43,,50000
bab26d63-7ba2-4dad-80fa-7ce21337185c,,50000
bd9b2df0-64bc-45d4-b12d-ea155fa3534e,,50000
5b079e2f-51ed-4516-8834-39cda9c72863,,50000
991b7ad0-b940-48eb-9e8c-eee30b80d9c7,,50000
b7cea87f-c239-4a43-a779-0cc2c7fd352e,,50000
fc8dbadc-7815-4638-9f82-7c3280000e4a,,50000
5cc5fdc1-5007-4231-a1cc-f47005c8fe0e,,50000
191f0bc0-2fe9-436e-a6ee-740208895d80,,50000
e95a4a30-30f2-4129-af77-914a2b6ad550,,50000
79311792-5549-41dc-a537-0d4616657777,,50000
006327e8-bb3a-4597-bf17-5340321ff234,,50000
ccb2d0ea-d3cc-41bf-b6fb-75a6cbf61623,,50000
682ae9fd-ad82-4940-9464-64689b2a4bc5,,50000
445b9938-29f5-4718-9429-62164a59272b,,50000
33070164-51a0-46d7-a1e1-b7257dd9de93,,50000
c55d643c-2ca7-4b24-9f60-45d1f382db1e,,50000
89ed9919-ef1c-4e2f-a03d-491f644f1396,,50000
56ba4f35-4008-4922-8a5f-01cf9b6c7396,,50000
1c913d75-8d7c-44aa-8d3a-c5dcd865606e,,50000
f4d693c3-b56b-4839-81a4-be58276db928,,50000
3e1ecc29-bd07-4999-a5c1-963e612705b8,,50000
51cca55b-298a-46ef-abd3-f029fee5783c,,50000
cdf3ccf9-0c05-4e3b-97ac-28d9e743e59e,,50000
f3ae3030-218c-4c89-9ab0-50a90221b346,,50000
d53a7d7c-ef8d-41b5-8430-ae41af877b45,,50000
b555ad81-7281-4538-b0ad-fa4568f1bb01,,50000
dfa33bce-4507-484f-8f31-b7d2b6f1654f,,50000
3f38f912-a94e-4662-ac29-a094056e845e,,50000
ac6bc389-9b94-45d3-9fe1-9505c74d9b7f,,50000
2d437c5e-0892-4c9b-9583-2d3b583ada61,,50000
199cafac-eb00-40a6-878e-a85dec8ddb98,,50000
4517bf0c-7906-4d01-b98d-2c1eafd18a14,,50000
305a25d1-34a8-43f7-a3fd-1580283b72a5,,50000
bd65a07d-ce2a-4f19-9af6-56ccd14a03d0,,50000
ffd9fe82-1de6-4686-8885-20dfa663356a,,50000
5d1716fe-e996-41e1-b8dd-d8ff820d6834,,50000
d8cef8ed-4ddb-4646-b6c6-15c267d1443f,,50000
e210a9ec-023a-43fb-a38f-9daff88f487c,,50000
0987061b-cb6a-47c3-81c3-ab96ff60151e,,50000
1577d370-f6c2-4c97-9800-e54ca7058fd4,,50000
3cebb8d9-b90a-49b0-8f05-44993443af0e,,50000
1baacf3d-4bc0-478e-84e2-61acf860a246,,50000
c3ff1d25-5884-4bd1-adbe-24f6c2b3a578,,50000
d5b0b702-5ed4-4b20-add2-72272506dd30,,50000
f47cf518-2dd1-40f9-99d1-8dc68ba21727,,50000
591d9555-6887-43f4-bd2f-624f9316ec61,,50000
e628128d-a3c5-4af3-ac98-b06954d20c09,,50000
c80b666b-309c-4d2a-8831-29d3e81b66d0,,50000
9398c09f-1dfa-46d1-b42f-5dfc1c61b22c,,50000
7fb8e561-b691-4237-8981-97e44dc7417e,,50000
25a6d93e-1379-44a6-9ebb-622c21b68567,,50000
5d479537-442f-4362-8288-a6ed23568ff9,,50000
73db9bea-4310-485f-90e6-dff0eec6ad3c,,50000
9b448182-dbe1-4df5-ae5d-49b02bfda248,,50000
4b2f56fb-a1c6-46ff-b7b6-329f06d7a50e,,50000
3b5592d6-8d70-4e61-bb1d-165852f80b87,,50000
7d5624d5-99ac-424e-a809-7f24cd16d46e,,50000
78462bae-1ed6-4371-a246-0da5fee5b1e9,,50000
da4533e0-1fcc-4b80-9eb2-66d1e2cbc152,,50000
11e10868-cfe8-4c23-98a9-67350b9c1eb8,,50000
081f22f2-5e65-42f9-9731-470ec7039de9,,50000
0d32734a-7462-43c2-9ef3-9c722a24e002,,50000
c4627b54-8b32-4ec7-b081-fe064c7f7694,,50000
25d6fbe2-5a8e-4a28-bf5e-8de2c0c1e7e9,,50000
cd1a747c-f324-4ce3-8cff-799dbe9757ec,,50000
e88ddf36-fdc7-4bac-8821-f7e5dc97bc29,,50000
0ded717d-b0db-47cf-88a8-676ba6bb9f17,,50000
dbbf6d5f-f3cc-447a-92f3-4210c1b4f348,,50000
03e56b20-5ccc-4806-8f9f-c74bd0b77775,,50000
be0c1991-205a-493b-a36c-0b3f08eb9ada,,50000
11fedad7-110b-42c8-ae33-21d49f91b496,,50000
ec84415b-0347-4fc3-a669-8fcc4197e100,,50000
924b6a85-1128-46d0-97f8-511111f55af9,,50000
04f42673-055b-405a-b768-8fb5ec599fe5,,50000
16d3936f-a73d-48e2-b9b9-9d145eb0f0c6,,50000
3b59497e-eda2-42d7-b5fd-191452909172,,50000
e93f3045-e524-4113-ac40-ae6c7e3fd14b,,50000
2770106a-6839-412d-8f16-26aa09c19ef3,,50000
ea6a9af0-af7a-40c9-b2ef-e3539f3ed75e,,50000
01c9715b-566a-46ff-9702-ad98ea510795,,50000
e84c6a24-eac3-48bc-b4e4-8fbed813e4be,,50000
9128e3f0-8630-45e7-9cb4-305d86cf72b0,,50000
936fd2e5-ba16-4876-b76f-281f008f00ba,,50000
4651d1a2-de1e-40c1-ad85-d65ee16aa880,,50000
e1c8a266-44a0-4574-baf5-10d981063604,,50000
eed7ecb4-ee0f-459e-ac98-8537589f175b,,50000
0b5c2b32-21b5-4777-b040-9b637d28e1af,,50000
2c0528ed-115e-4727-bd25-36c4104ebf54,,50000
e76e90fc-86ce-4e16-9f17-01d96c4af3ed,,50000
47605886-4ebf-4951-b5fc-b02cd9dc8b8b,,50000
39205b19-b7fe-4e74-bee9-634d9e40a8bf,,50000
e578f737-8a11-4955-bfe4-407a55a665ee,,50000
c366aece-65cf-44e8-a576-a09cfc8c188b,,50000
4f7996da-74ab-4193-94d7-37b2596b569e,,50000
a682ce7d-7f30-43c7-b473-10ba845b27f7,,50000
181dda5a-184c-4240-a09d-36b9156d7867,,50000
40d9b157-fb6e-46b7-bc60-4ce12842cb27,,50000
085026e4-45bf-45c8-8a3b-ae5e29b50875,,50000
d6778ee1-9c3e-49bd-8009-96828cf84d28,,50000
4f9a5e76-3fef-42c0-9a53-af8213844094,,50000
99689916-c80b-45e2-af50-69dcd91caf8a,,50000
9ea38bf5-28d1-442d-b2ba-be3e501a1e28,,50000
0dd6c098-24ef-45ae-afcb-9f937b8b0e53,,50000
c6c7a516-6c34-4d8c-98c5-1abf260240cb,,50000
fe894c3b-62da-4d79-9792-220eb449b8e9,,50000
9df3d3f5-3eff-42da-9767-e619f04ba4ca,,50000
9a386765-389c-4662-b1ae-275e7944d02b,,50000
6789819e-d171-43e3-845e-4c7050891c3a,,50000
ba270f14-e661-47cb-8fbf-ca0ede69070f,,50000
2bad4eb7-0630-41e1-896f-bb219742b5be,,50000
c244a6df-8d5a-4aed-9d5e-38c0a673cac0,,50000
220fb83c-3027-41a8-b4b6-e5495c81384c,,50000
0c68fe43-a3ce-4cbf-a34d-b5835b051a54,,50000
55d2a713-d4d0-4d78-817f-9adcbfce0cf5,,50000
0578c7c2-5220-44b6-8100-093e2ff61e5d,,50000
5c12c72f-b0b9-443d-b801-8ce0f61c6526,,50000
7a326842-96e0-488d-b86f-cfcb629cd4df,,50000
562aa2c5-0ea1-4774-aa7e-c85e765b235f,,50000
bb77575c-464a-4982-9c2f-31d42ce32345,,50000
29c9f9d1-5988-4eca-bbb6-ec7cc4648569,,50000
78ad1984-29ae-4707-b65e-91ad4fb64d47,,50000
41733583-f4a1-471c-8e9c-ce5bd83adf3e,,50000
5bdf03d3-0f2c-4d29-847c-e219c99de9a0,,50000
556460e4-05b3-445a-b404-464de261bea1,,50000
4882a68e-ae93-4418-8a63-4682ebc6b99b,,50000
1f6b07c0-4771-4303-8c5e-290717743d07,,50000
680bd46e-e77f-40b5-abc5-36a084666575,,50000
ab625fc5-3a06-4648-8fb9-f25c420c247e,,50000
02f0f58e-3904-4175-b545-6ed048a3b0e0,,50000
8198c74f-2e3a-497a-aa96-e12a4a93c0a4,,50000
5615dd22-74da-44ae-93a0-3448cde40ae8,,50000
eeb7ebe0-dce3-4797-bb04-c2f4e95f00fc,,50000
edb198f4-2bb4-4839-b134-7519526e07db,,50000
d117c847-ba3e-414a-bb55-14e169825fdf,,50000
d5d4adf5-1829-40ea-bebc-1f6671602cae,,50000
abfc5f4b-0750-4954-9a44-11f138f94f3e,,50000
bb5f1d26-83a4-41cd-8261-7f5863131f3c,,50000
926c8feb-91c8-436a-82b7-6d87110501f5,,50000
6a3dd789-6919-491c-a0cc-8a76ee3b7f28,,50000
a7370cac-1204-4b07-9258-36b03c35ff36,,50000
9767825a-3efe-46e2-a47f-7a019adea5e2,,50000
7359c171-8f66-4b6c-a4fb-dd1f48c1d736,,50000
cb937e6c-1407-4f6f-aec6-5eb4c0801382,,50000
b77fd0ad-90c4-48b0-a877-f19a08e5af90,,50000
7a614d85-973e-4a02-8ad6-b4207c557303,,50000
1d41cd4b-e77b-44f0-9d19-4036ea6716c3,,50000
75c9159f-6493-405f-8dff-fe6c19f3fbdf,,50000
06283e51-cb02-4485-a05a-bae0739da23e,,50000
ef80b725-604d-4d77-b5fc-d49684e7277e,,50000
bd66eb39-409c-432b-b589-e935a9952d6b,,50000
8f7a7008-510c-48cd-a69d-e9479b583c11,,50000
eb461114-eb88-4784-a21c-93c508aa287a,,50000
1bda96ba-83d5-4e7e-b80e-15a4f376d867,,50000
9d81ddc2-b381-4d11-9725-8784433743b1,,50000
f11f654b-f5db-490a-85d4-dd7c0317213e,,50000
a600fcdf-cbc2-4018-8dff-e7414b88889c,,50000
0460dfcb-be33-430f-a494-e72af27bf95e,,50000
4610a7de-c8eb-4112-8774-e3d8eef719f3,,50000
17a49921-7ea3-4ea8-a08b-8e0e65be9eec,,50000
d178d467-248f-4357-ba0d-3a35401c46d5,,50000
07ff48a6-c7a3-41f2-b8ef-b2f2c972f598,,50000
00ca595a-795d-4ab7-8167-08d38102c0c4,,50000
e98a150a-ad6c-4f10-9846-e817c81faca8,,50000
b38f7b01-c4a7-4dd6-b780-2243c7b00236,,50000
a1008d6f-ac06-4e1e-99d2-778d1e81db8e,,50000
8dde4f30-54ab-4fdb-a55a-884081682816,,50000
