user_id,request_text
2c6e7b33-7815-4a8e-a6bd-5e8608eef1ff,あぁ～しらき
f21dd1e3-e018-4cde-b3a7-3d58ba27772a,アイアム野田
d55b433b-79f0-4a9d-84de-66e8381e2502,相田周二
fdd1b77e-8de1-4210-9116-bcabc5797b1d,アイパー滝沢
832cb42a-3c37-4b07-8977-82408ed7d70c,あかつ
66535083-50ca-46b0-91c5-0263adcb6570,赤プル
b921acb5-4fb3-4029-b433-779922dee50f,秋山賢太
b81582d0-e069-446e-9ac1-e01d8c925128,アキラ100％
f39d103a-75db-4f0c-aeda-3794edbc6768,浅香あき恵
57a608a8-2e94-43b1-9006-e51dd86fb38d,秋山竜次
ed585b0c-aa75-4a4f-afc3-b625db7dc99e,浅越ゴエ
d1142c25-6eed-4bfd-a9fe-f71134c91652,渡辺江里子
fc0f0ccf-cd47-4ff7-8374-0be07bc57c65,東貴博
4dff0ae8-b012-486a-8386-cb1179245490,亜生
8cbd73bb-284f-48a5-80cc-abd87d259367,阿蘇山大噴火
aa92692d-ced1-4905-9a2b-adc22f0a356c,あばれる君
c52f8707-fba9-4da7-9ed2-9b1067a5619a,あべこうじ
9e594828-4a80-4504-8236-636862ae2e47,あっぱれコイズミ
a0f39386-9a8a-4aeb-9301-7edbf3de47a6,ナポリ
da77c74f-28d1-4e22-b5a5-3f40e3e5f6b4,辻井亮平
7fb911f2-41d1-43e4-8834-e66ec989a9d4,田島直弥
447bade2-e78d-47ec-b34c-3be139185dc3,見浦彰彦
1659f5ef-d0a2-4316-afa2-d76fa60a91d5,稲田直樹
200488ae-e44c-4ebe-9280-ea3a40652fc8,河井ゆずる
1f137f91-fa50-4fe2-856e-fee19e0eea7d,山名文和
4c9b3789-c819-4215-8914-b1f64e75814b,阿部浩貴
576afa35-40f3-47e7-b9e3-d505deea79aa,竹森巧
039820e1-bd1c-44d1-b962-cb0e7df24c20,おいでやす小田
0443c298-a07d-4073-8dc1-bd09f7010334,とにかく明るい安村
d2c12209-2c7e-4d69-af96-ae6a041e05fa,誠子
c139080b-e449-44df-a368-55b97238444c,渚
f99a8501-4535-40b4-851f-dad3ba0ee64c,蛍原徹
61f30a91-7ea4-4dfb-ba9d-545d8c512a3b,AMEMIYA
f0a6acbf-8c4d-46c5-88fe-5099072da1fd,天野ひろゆき
13792428-8251-4f8b-8bbc-ba73771ba782,有野晋哉
87a2b115-99a7-49c8-9158-102b459a371c,有田哲平
6a635deb-5c3b-449a-85e7-d8414b71dd11,柳原哲也
f91c14f7-a982-4e75-b981-b9f744445667,平井善之
992d74a0-a16c-47e7-830c-a5226d98e078,石井正則
bc48c61b-99a0-400f-8133-fa03697ccca4,石塚義之
7c9b4ce3-e4db-4750-b736-5c162ee1ab00,川本成
cd17c8fd-d803-44cf-845d-a7ff6bb75e93,堀口文宏
67121f0d-d905-4d36-844a-7a44c3a80f9d,酒井健太
1233caf3-4d9c-41ae-96f8-9fb38be0193a,平子祐希
62b3a01f-7369-4762-9ed6-a2d5281fc862,アンゴラ村長
52675032-57b0-4cc4-99ca-2dc335f43c9b,スーパー3助
91c76cfd-7dbc-40ea-bef2-66077dc5ba1a,みやぞん
3a23de25-1862-4a51-ade0-b8cc08251634,小石田純一
2963c368-180a-41d6-9494-a2a6e4d6620d,ニッチロー
485e770e-6db1-48f5-967d-1725165088d6,JP
c56c36ed-d5cd-41d2-8dea-cbe5aa3f56b9,R藤本
2c5b8fae-6569-493d-b762-324ba14fb7e1,安藤なつ
0fbe8e9e-3d72-42d8-9a21-c4df03954d1c,カズレーザー
02750745-36e7-4a0d-95da-08ede96755a7,若井おさむ
f20becef-c345-4353-bb2e-2b253e88d43b,若林正恭
f7da674e-e4cc-4cc6-8bbc-64b604525d30,春日俊彰
62602742-ee0e-47fb-b680-b379a765c294,渡辺直美
34a4085e-7535-405f-a959-bcb558ba1b07,亘健太郎
98257c03-c552-4e23-8f70-331a7a355791,和田貴志
4919537a-fbf8-4934-b4e9-d11b55219545,ワッキー
e3e75291-16f6-45da-81da-03169fcf8702,口笛なるお
5fcf4fee-4827-4b2f-8729-976a1e26f5c7,ふぢわら
baca3a83-f069-4ee8-ab50-a68683cd951b,菊地正志
6b1a9f2f-23e2-4da7-b0a6-ae3707811c8f,福井修一
6b9b2f0f-5c37-46f6-9c52-842a65d43af3,水田信二
5c280a7e-730f-455f-96fc-4ea41a8c4b2c,川西賢志郎
082f85fc-8e35-4332-9266-8025a4293081,井本貴史
c4454aae-9219-4382-9a11-d578588bd5e4,藤原一裕
be57822b-49c5-4a85-97d3-ab9d27e9310c,飛永翼
c2c6669d-a5ba-41d0-a4bd-bc291413e5b0,大水洋介
968c870f-c1ab-49ab-a385-2fdb3c1aeb04,三浦マイルド
2767b8df-a15e-47e3-8b16-c82344de8a5e,リリー
33236c85-deb6-4bcd-bcfb-f09d4d441fd5,盛山晋太郎
f2015ffa-02c6-4a94-98e9-b06232742361,斉藤慎二
6457d64c-657a-41bc-b64f-ba03779e5a22,おたけ
b1edbdc1-fe04-48ed-a231-cad27af72462,塚本直毅
c343bc00-d545-40db-b03b-b51c192e9cbd,溜口佑太朗
176a17eb-0157-41ba-8bb1-f3ce7d62ec60,塚地武雅
3375f7b0-d1a7-4e39-998f-f8e8c5fc7414,三又又三
d164f0b5-d842-4f8a-ac8a-937009eb389f,千原ジュニア
7fda758a-c07e-49ed-ac03-c4fade9347a6,みょーちゃん
56ddf340-b4b4-44f5-be10-54c93b48ac6a,ミラクルひかる
c62afad6-c35a-4d11-b4fd-58d14a67b282,駒場孝
3f69309b-2d57-4c7e-a3e5-47c07f398b28,内海崇
14491313-2615-471e-b14e-f9caffe6c8f2,ゆってぃ
21e11ca2-c676-4264-b39a-1a96f957914f,はら
ea989942-74fe-4f33-bdf3-9d3067eeec21,川瀬名人
9894f0cf-1de0-4cbe-91ac-70427e737b53,江崎隆文
ff572ed3-d2a4-44bc-a79f-34d270193d36,中村英将
a08286f0-2b1b-4619-a0ec-e6ba62fab548,ゆいＰ
42beee6d-799e-4c04-ac7a-2bfe75de68fa,オカリナ
248a842f-9210-4e09-ad6a-fdb6b4438484,ユリオカ超特Ｑ
a5ae4b2e-cc01-41de-8946-a717ad490480,ゆりやんレトリィバァ
1f189c76-bab8-47e4-ac49-e7bdb27a7019,福田薫
68c7778c-aa6e-475e-848f-58d3bf1216b4,益子卓郎
96292383-b200-4699-b73a-69c56e06824f,ル時ファー吉岡
31d3f781-bddc-4569-b0b7-6504e8cdd538,ゴー☆ジャス
c75dbc2a-4f86-46c5-9072-5249a91813fa,レイザーラモンRG
d7cc4fa3-c15c-4bca-81e7-1873274037bb,レイザーラモンHG
c9cc51c1-b274-4ce8-8de7-063a3fd2b1aa,レッド吉田
40fa2fe5-e9d9-475a-8928-5076e0bac0bf,池田直人
0457c1c5-1936-466d-968b-84802ac41103,実方孝生
78bd9140-2df5-4a18-9747-9917e07cd470,ロッシー
e491f007-979d-4d7c-be41-c39710987ef4,くっきー！
c511ea14-589c-407d-8092-9a28ac2b68be,コカドケンタロウ
f12477b7-7950-4da2-b64b-1a2760e8aa08,中岡創一
e567545f-cf66-4eac-b345-6ce16cfc3297,兎
43290057-99f7-48ff-9821-52ac2f8fac34,堂前透
d2f80c33-349e-42bf-95a0-a03c0186001f,山﨑昇
41e9de58-ea22-48ca-8e28-41c4a0709c15,きたざわひとし
7d221bf5-eb6e-432b-93ef-5a09586b021e,吉村崇
178838dd-aff4-4766-8dec-af63d9f18c7d,都築拓紀
2a18b060-8489-41db-9879-bb9ae5d280b9,後藤拓実
da7bc314-64ad-4301-bee2-1a527c82444f,石橋遼大
48369f93-e8fc-49a1-80db-c7704ba8092d,槙尾ユースケ
1508284f-9a97-4339-9ff9-86d4c038352a,ユースケ
839c5bb7-edf8-4d1b-b2b9-9261a478db75,津田篤宏
3277f83b-3c0a-46a3-8f56-ad258fe96ff8,牧野ステテコ
e4ccbc52-fd01-42b3-99d1-77d9ad2a8ae4,増田英彦
b9cacab9-e9e9-4df6-9d67-320916d1f84a,マキタスポーツ
ce74ce70-b128-4888-bc2b-80eae9f9f95d,滝沢秀一
e2b4a301-e4ae-4777-9046-10fcd7294cde,西堀亮
cce2a8b3-118d-4c11-bf75-cccdbe570087,まちゃまちゃ
8f7e073b-0a2f-402a-be4a-60a5c8882814,又吉直樹
5ec93800-8d18-481b-92a9-d36456a8da40,野田クリスタル
912d5f36-3f54-4f22-80fa-24270580d3a0,村上
387f949b-9db2-4f1d-996c-f04156ebac9c,松尾駿
6feee1e3-1430-4d0f-b513-ea38d3207aec,松橋周太呂
ccde78ee-a0c9-4337-a7a2-7c9de8952b62,マツモトクラブ
5d1326dc-a07c-4576-8a67-693278c289c0,松田大輔
40776b9c-2b04-4930-ab91-71817a359a28,アントニー
f7c0921d-a4b6-47a5-a60e-fef49d7be539,大トニー
c8f4bdba-9573-4550-9bde-878fd54a7268,マンボウやしろ
3dc37771-9284-44b9-9203-79b022407966,マービンJr.
c54be67c-336e-41be-a178-c695907dc113,向井聡
c0a2b596-564a-4bd5-bca3-eda1809f10b9,向清太郎
10ea02be-c2d2-4d28-b412-764e672d6bac,村上純
91285dc4-24fa-4f56-9418-089add59ad58,村上健志
02e965e3-892d-4a3e-91c9-fc06cbe3b08d,村本大輔
7d1f32e1-ea49-450a-87a5-29e398fa607e,メンソールライト
b65605e7-dacb-4321-9984-dcdfc9271051,松田洋昌
de21dc7a-ebe9-4d49-9d45-835e5be08d38,鈴木Q太郎
cec200b7-2933-4986-913e-05c3b618a8fa,橋本直
c486f40a-560b-4b5a-a12c-54412ae0024a,鰻和弘
09790c03-ee21-4924-ac22-e32ab9ab73e4,ハギノ・リザードマン
95556816-0e41-4825-96e1-bb37159aff00,ハチミツ二郎
4d9c3ad9-111e-4e96-8cf1-b7aac8b62cce,濱田祐太郎
91b5cccd-b6d4-45ba-84ff-6d80e4b1af7c,はまやねん
48e40730-9e22-4c36-947d-31bcf1473bc6,田中シングル
1086b44d-30a5-41bb-93f4-ff135ba08874,浜ロン
a6fad6bf-5e4c-4bca-ae38-5d6dae7c2949,岩井勇気
4af4771e-2519-4b5f-b430-001546a2bd79,澤部佑
be6a637d-4feb-47ab-98f6-4181670d9003,ハリウッドザコシショウ
c96bcfa9-b433-40fe-94af-326d083bfd65,原口あきまさ
411c5404-13de-420f-88e3-c76554877bd1,ハローケイスケ
791b7e81-5415-4df2-ace7-907028b3f0a9,バイク川崎バイク
10500aa1-28f6-47e8-b171-6e8a63fd27b7,バカリズム
2ec0370b-d9ac-498d-9e8f-aa7964554502,小峠英二
1ce1404d-4fd6-4e08-926f-e6014e7f9f07,西村瑞樹
95582ac2-3ae8-49dd-b266-6f36a80394fd,塙宣之
efe4bbf1-52cf-4a84-ab71-68f4de4e7600,土屋伸之
2690e324-2451-42ff-aef8-ce4fc8bf9177,濱家隆一
0066fd64-1b1b-44b6-85f2-b48e42e57327,"平井""ファラオ""光"
6c8e3793-57e4-4b1f-9324-84bafe311117,新道竜巳
0668c16e-64bf-43a1-95d3-f70f79982055,バッドナイス常田
3c7b8808-b9a4-402e-a0b3-1edffa77b586,バッファロー吾郎A
92d9386f-b714-462a-9099-f68039f9b8d5,日村勇紀
8b9ab00d-cdf1-4fb2-86d5-125e150e32ec,設楽統
b003e2c8-9f65-4fc3-b6af-98ae8a078401,山本正剛
18ccb626-61a8-4853-be26-cb87cfc0c826,ひぐち君
17bdf98c-8561-4e0f-88ba-71324791c960,山田ルイ53世
59492e16-5b4f-4fc9-a2b5-bb2cbfbe7218,ヒューマン中村
412e465a-b504-491e-a35b-44fe0bee77ba,平野ノラ
2bc0eb99-19b7-4246-816c-17b7324c02f8,クロちゃん
1fe1e9ca-fdd6-4943-85dc-75cb25baaa98,ビビる大木
39f9df8b-ee07-46bb-9657-a0be4a8b462a,みなみかわ
3f98c2f6-769b-4e51-b240-d015ff53ba5b,アタック西本
cc0f57cc-40cb-4d68-82f5-11e5279315ae,かみちぃ
e056efac-07bd-4908-8b06-eba1cca86908,和田まんじゅう
d7238bf9-1415-4461-9309-4e67a4a7530b,青山フォール勝ち
e327df54-dac6-415e-8110-d926399ceeb8,クボケン
3718a44e-d2f2-4466-b407-50f5774e6234,トモ
ad90e0d8-0b7b-4519-a84a-5212d7da980d,風藤康二
22ce014c-f831-4aa0-ae43-1b40ca943a07,松原義和
9453f87b-652a-439c-b09f-fbd123d0a071,福徳秀介
c9bf36c8-f72b-4aca-bde6-f579204df36d,福田充徳
2047f6eb-76ae-4f8f-8d3a-6dbe28cea081,藤井ペイジ
558b5693-6392-4ff3-8c51-497450fc41b0,田崎佑一
7bafb29d-7798-471e-a686-8a0c271caa50,藤原時
21a2f555-00ca-4406-ba92-f3969402a8c1,岩尾望
bf8e0645-e2ec-4244-ae49-977ed9bd8ef5,後藤輝基
3cd547bb-a9d0-4c6a-b2a0-5fc3a80cd2b2,小杉竜一
6b047ad5-3153-414b-ac61-fd6f3e6fe116,吉田敬
f99fca7a-8166-4466-af88-29589c65722b,河本準一
b26c4c35-2680-4c36-abad-84d0abaf59b0,井上聡
506fddd9-6365-4eef-a2ce-ffc0a1870326,岩橋良昌
a811e5b5-16fe-447e-9c32-bad640753f01,兼光タカシ
6700fd72-4c80-4bfd-bdd8-0bc23597ab48,青木淳也
9f94e462-0a19-495f-bc69-21b3e0fa5d33,川原豪介
ad1e36a8-990f-4589-8d0b-70679833bf8f,野村尚平
8cb9d8a0-a72f-460c-8fa9-050d61f2f77e,河野良祐
fdffbba2-6945-451c-8564-92bdc9e9ecac,徳井健太
7d3dd3b0-c639-48f4-9ff4-4c4508453e2f,子安裕樹
a91e15ad-1171-483c-aa72-789b6fee2806,中村浩士
e29ee96f-3b57-4bcd-ae62-1bef7a8c654e,シュウペイ
3d111c7d-16c3-4c37-af81-e90be18ddd73,松陰寺太勇
29927980-0f23-43d3-875f-a3ad78175c4d,ホリ
6e679ca9-7edc-4143-95e3-b930e94a9866,たける
8ccc8219-89c9-4f3b-8966-5c1164a45b50,ショーゴ
9f512d3c-7106-4761-9e01-9db16008e9d5,吉田大吾
9dff21d4-0394-4074-98cf-551fa471f7c9,阿部智則
82e79f81-e667-4946-9da6-3520ff028cd6,中川パラダイス
e1e7bc94-fd95-4d79-9730-c508ec0132ac,藤森慎吾
19f03ea0-c992-4401-bf41-a2532f90e104,中山功太
c8c41773-32ab-4b52-9a5e-2c4dc9d47434,永井佑一郎
026aa4f5-4c4a-4f23-8ec5-e30c924e15ad,高橋茂雄
9eac1947-b3ca-4310-a305-9eb25bafceb7,永野
d4ba57cb-9373-46a6-a422-5e1b3555fac4,キンタロー。
53ab8da8-18f8-446a-b3cd-78667874e940,那須晃行
a2431fc1-e9ab-43d0-aaed-1351c4bb15d2,中西茂樹
49a565a4-3580-45d3-a2ff-9ef516579821,ナダル
5ba42ca4-02ee-4822-9d4a-c639d20d6139,なだぎ武
8d14cbbd-e284-4701-af49-d51b023a7ec7,初瀬悠太
5dc7a0da-e6bd-46c2-8cab-70c84ede8487,森下直人
a4a9717c-7f04-4e96-942e-05c4d7ea3f32,小堀裕之
e706f6c0-5c73-4e75-982d-f962ddb50efd,川谷修士
a79a34b3-aa17-405d-9d15-a4da018f7924,嶋佐和也
23a9eae3-0881-45bf-bb4c-d4ec82c3f653,屋敷裕政
fdbb72ca-ae62-4f8e-915a-b34fb3bca5d1,ケンドーコバヤシ